group,period_end,value
"Non-Hispanic Black, single race",9/14/20,28.5
"Non-Hispanic Asian, single race",9/14/20,19.1
"Non-Hispanic, other races and multiple races",9/14/20,31.4
Hispanic or Latino,9/28/20,31
"Non-Hispanic White, single race",9/28/20,23.4
"Non-Hispanic Black, single race",9/28/20,25.8
"Non-Hispanic Asian, single race",9/28/20,21
"Non-Hispanic, other races and multiple races",9/28/20,31.4
Hispanic or Latino,10/12/20,31.5
"Non-Hispanic White, single race",10/12/20,23.3
"Non-Hispanic Black, single race",10/12/20,29.2
"Non-Hispanic Asian, single race",10/12/20,19
"Non-Hispanic, other races and multiple races",10/12/20,33.6
Hispanic or Latino,10/26/20,31.3
"Non-Hispanic White, single race",10/26/20,24
"Non-Hispanic Black, single race",10/26/20,28.7
"Non-Hispanic Asian, single race",10/26/20,23.1
"Non-Hispanic, other races and multiple races",10/26/20,34.4
Hispanic or Latino,11/9/20,33.5
"Non-Hispanic White, single race",11/9/20,25.4
"Non-Hispanic Black, single race",11/9/20,34
"Non-Hispanic Asian, single race",11/9/20,21.8
"Non-Hispanic, other races and multiple races",11/9/20,33.4
Hispanic or Latino,11/23/20,32.5
"Non-Hispanic White, single race",11/23/20,27
"Non-Hispanic Black, single race",11/23/20,31.4
"Non-Hispanic Asian, single race",11/23/20,23.2
"Non-Hispanic, other races and multiple races",11/23/20,38.5
Hispanic or Latino,12/7/20,33.1
"Non-Hispanic White, single race",12/7/20,27.2
"Non-Hispanic Black, single race",12/7/20,32.2
"Non-Hispanic Asian, single race",12/7/20,25.7
"Non-Hispanic, other races and multiple races",12/7/20,35
Hispanic or Latino,12/21/20,33
"Non-Hispanic White, single race",12/21/20,28.8
"Non-Hispanic Black, single race",12/21/20,35.2
"Non-Hispanic Asian, single race",12/21/20,24
"Non-Hispanic, other races and multiple races",12/21/20,37.3
Hispanic or Latino,1/18/21,29.6
"Non-Hispanic White, single race",1/18/21,27.4
"Non-Hispanic Black, single race",1/18/21,31.2
"Non-Hispanic Asian, single race",1/18/21,23.6
"Non-Hispanic, other races and multiple races",1/18/21,37.2
Hispanic or Latino,2/1/21,32.1
"Non-Hispanic White, single race",2/1/21,26.9
"Non-Hispanic Black, single race",2/1/21,31
"Non-Hispanic Asian, single race",2/1/21,26.2
"Non-Hispanic, other races and multiple races",2/1/21,34.5
Hispanic or Latino,2/15/21,32.7
"Non-Hispanic White, single race",2/15/21,26.2
"Non-Hispanic Black, single race",2/15/21,31.1
"Non-Hispanic Asian, single race",2/15/21,26.9
"Non-Hispanic, other races and multiple races",2/15/21,33.2
Hispanic or Latino,3/1/21,29.5
"Non-Hispanic White, single race",3/1/21,26.6
"Non-Hispanic Black, single race",3/1/21,31.3
"Non-Hispanic Asian, single race",3/1/21,25.2
"Non-Hispanic, other races and multiple races",3/1/21,35
Hispanic or Latino,3/15/21,28.2
"Non-Hispanic White, single race",3/15/21,25.3
"Non-Hispanic Black, single race",3/15/21,28.7
"Non-Hispanic Asian, single race",3/15/21,21.7
"Non-Hispanic, other races and multiple races",3/15/21,35.8
Hispanic or Latino,3/29/21,28.3
"Non-Hispanic White, single race",3/29/21,22.8
"Non-Hispanic Black, single race",3/29/21,27
"Non-Hispanic Asian, single race",3/29/21,24.7
"Non-Hispanic, other races and multiple races",3/29/21,34.9
Hispanic or Latino,4/26/21,29.3
"Non-Hispanic White, single race",4/26/21,21.2
"Non-Hispanic Black, single race",4/26/21,24.7
"Non-Hispanic Asian, single race",4/26/21,18.5
"Non-Hispanic, other races and multiple races",4/26/21,28.7
Hispanic or Latino,5/10/21,26.1
"Non-Hispanic White, single race",5/10/21,20.6
"Non-Hispanic Black, single race",5/10/21,23.5
"Non-Hispanic Asian, single race",5/10/21,15.9
"Non-Hispanic, other races and multiple races",5/10/21,31.4
Hispanic or Latino,5/24/21,27.4
"Non-Hispanic White, single race",5/24/21,19.5
"Non-Hispanic Black, single race",5/24/21,23.1
"Non-Hispanic Asian, single race",5/24/21,19.6
"Non-Hispanic, other races and multiple races",5/24/21,31
Hispanic or Latino,6/7/21,26.3
"Non-Hispanic White, single race",6/7/21,19.1
"Non-Hispanic Black, single race",6/7/21,22.2
"Non-Hispanic Asian, single race",6/7/21,15.6
"Non-Hispanic, other races and multiple races",6/7/21,32.3
Hispanic or Latino,6/21/21,26.5
"Non-Hispanic White, single race",6/21/21,19.5
"Non-Hispanic Black, single race",6/21/21,26.6
"Non-Hispanic Asian, single race",6/21/21,15.1
"Non-Hispanic, other races and multiple races",6/21/21,32.2
Hispanic or Latino,7/5/21,26.4
"Non-Hispanic White, single race",7/5/21,18.6
"Non-Hispanic Black, single race",7/5/21,24.2
"Non-Hispanic Asian, single race",7/5/21,16.8
"Non-Hispanic, other races and multiple races",7/5/21,32.9
Hispanic or Latino,8/2/21,26.8
"Non-Hispanic White, single race",8/2/21,20.5
"Non-Hispanic Black, single race",8/2/21,24.6
"Non-Hispanic Asian, single race",8/2/21,18
"Non-Hispanic, other races and multiple races",8/2/21,30.7
Hispanic or Latino,8/16/21,25.3
"Non-Hispanic White, single race",8/16/21,20
"Non-Hispanic Black, single race",8/16/21,23
"Non-Hispanic Asian, single race",8/16/21,15.7
"Non-Hispanic, other races and multiple races",8/16/21,32.1
Hispanic or Latino,8/30/21,25.4
"Non-Hispanic White, single race",8/30/21,21.6
"Non-Hispanic Black, single race",8/30/21,24.8
"Non-Hispanic Asian, single race",8/30/21,16.2
"Non-Hispanic, other races and multiple races",8/30/21,29.5
Hispanic or Latino,9/13/21,27.9
"Non-Hispanic White, single race",9/13/21,21.2
"Non-Hispanic Black, single race",9/13/21,21.9
"Non-Hispanic Asian, single race",9/13/21,17.1
"Non-Hispanic, other races and multiple races",9/13/21,29.6
Hispanic or Latino,9/27/21,26.8
"Non-Hispanic White, single race",9/27/21,20.6
"Non-Hispanic Black, single race",9/27/21,26.4
"Non-Hispanic Asian, single race",9/27/21,15.8
"Non-Hispanic, other races and multiple races",9/27/21,32.5
Hispanic or Latino,10/11/21,24.5
"Non-Hispanic White, single race",10/11/21,20.8
"Non-Hispanic Black, single race",10/11/21,22.7
"Non-Hispanic Asian, single race",10/11/21,16.1
"Non-Hispanic, other races and multiple races",10/11/21,33.8
Hispanic or Latino,12/13/21,22.7
"Non-Hispanic White, single race",12/13/21,20.8
"Non-Hispanic Black, single race",12/13/21,22
"Non-Hispanic Asian, single race",12/13/21,18.5
"Non-Hispanic, other races and multiple races",12/13/21,30.4
Hispanic or Latino,1/10/22,25.3
"Non-Hispanic White, single race",1/10/22,21.6
"Non-Hispanic Black, single race",1/10/22,26
"Non-Hispanic Asian, single race",1/10/22,18.4
"Non-Hispanic, other races and multiple races",1/10/22,30.5
Hispanic or Latino,2/7/22,25
"Non-Hispanic White, single race",2/7/22,21.6
"Non-Hispanic Black, single race",2/7/22,21.8
"Non-Hispanic Asian, single race",2/7/22,14
"Non-Hispanic, other races and multiple races",2/7/22,33.5
Hispanic or Latino,3/14/22,24.5
"Non-Hispanic White, single race",3/14/22,20.6
"Non-Hispanic Black, single race",3/14/22,22.1
"Non-Hispanic Asian, single race",3/14/22,17.4
"Non-Hispanic, other races and multiple races",3/14/22,32.3
Hispanic or Latino,4/11/22,25.2
"Non-Hispanic White, single race",4/11/22,20.8
"Non-Hispanic Black, single race",4/11/22,23.9
"Non-Hispanic Asian, single race",4/11/22,14.4
"Non-Hispanic, other races and multiple races",4/11/22,26.4
Hispanic or Latino,5/9/22,25.6
"Non-Hispanic White, single race",5/9/22,20.9
"Non-Hispanic Black, single race",5/9/22,22.8
"Non-Hispanic Asian, single race",5/9/22,15.7
"Non-Hispanic, other races and multiple races",5/9/22,30.6
Hispanic or Latino,6/13/22,25.9
"Non-Hispanic White, single race",6/13/22,21.2
"Non-Hispanic Black, single race",6/13/22,24.9
"Non-Hispanic Asian, single race",6/13/22,14.8
"Non-Hispanic, other races and multiple races",6/13/22,31.2
