group,period_end,value
"Non-Hispanic White, single race",6/30/20,31.4
"Non-Hispanic Black, single race",6/30/20,35.1
"Non-Hispanic Asian, single race",6/30/20,24.3
"Non-Hispanic, other races and multiple races",6/30/20,45.4
Hispanic or Latino,7/7/20,37.1
"Non-Hispanic White, single race",7/7/20,32.9
"Non-Hispanic Black, single race",7/7/20,34
"Non-Hispanic Asian, single race",7/7/20,29.9
"Non-Hispanic, other races and multiple races",7/7/20,43.3
Hispanic or Latino,7/14/20,39.3
"Non-Hispanic White, single race",7/14/20,34.1
"Non-Hispanic Black, single race",7/14/20,36.9
"Non-Hispanic Asian, single race",7/14/20,30.2
"Non-Hispanic, other races and multiple races",7/14/20,46.2
Hispanic or Latino,7/21/20,41.9
"Non-Hispanic White, single race",7/21/20,34.2
"Non-Hispanic Black, single race",7/21/20,35.8
"Non-Hispanic Asian, single race",7/21/20,35
"Non-Hispanic, other races and multiple races",7/21/20,43.8
Hispanic or Latino,8/31/20,33.3
"Non-Hispanic White, single race",8/31/20,31.2
"Non-Hispanic Black, single race",8/31/20,30.8
"Non-Hispanic Asian, single race",8/31/20,25.1
"Non-Hispanic, other races and multiple races",8/31/20,37.1
Hispanic or Latino,9/14/20,35.9
"Non-Hispanic White, single race",9/14/20,30.4
"Non-Hispanic Black, single race",9/14/20,33
"Non-Hispanic Asian, single race",9/14/20,21.5
"Non-Hispanic, other races and multiple races",9/14/20,42.1
Hispanic or Latino,9/28/20,38.5
"Non-Hispanic White, single race",9/28/20,31.4
"Non-Hispanic Black, single race",9/28/20,32
"Non-Hispanic Asian, single race",9/28/20,25
"Non-Hispanic, other races and multiple races",9/28/20,39.6
Hispanic or Latino,10/12/20,36.4
"Non-Hispanic White, single race",10/12/20,31.6
"Non-Hispanic Black, single race",10/12/20,32.2
"Non-Hispanic Asian, single race",10/12/20,24.8
"Non-Hispanic, other races and multiple races",10/12/20,39.7
Hispanic or Latino,10/26/20,36
"Non-Hispanic White, single race",10/26/20,31.8
"Non-Hispanic Black, single race",10/26/20,32.9
"Non-Hispanic Asian, single race",10/26/20,29.2
"Non-Hispanic, other races and multiple races",10/26/20,41.7
Hispanic or Latino,11/9/20,41.8
"Non-Hispanic White, single race",11/9/20,35
"Non-Hispanic Black, single race",11/9/20,38.3
"Non-Hispanic Asian, single race",11/9/20,27.7
"Non-Hispanic, other races and multiple races",11/9/20,42.5
Hispanic or Latino,11/23/20,42.2
"Non-Hispanic White, single race",11/23/20,36.2
"Non-Hispanic Black, single race",11/23/20,37.2
"Non-Hispanic Asian, single race",11/23/20,26.8
"Non-Hispanic, other races and multiple races",11/23/20,47.1
Hispanic or Latino,12/7/20,41.8
"Non-Hispanic White, single race",12/7/20,34.6
"Non-Hispanic Black, single race",12/7/20,36.9
"Non-Hispanic Asian, single race",12/7/20,29.7
"Non-Hispanic, other races and multiple races",12/7/20,44.9
Hispanic or Latino,12/21/20,39.8
"Non-Hispanic White, single race",12/21/20,35.8
"Non-Hispanic Black, single race",12/21/20,41.1
"Non-Hispanic Asian, single race",12/21/20,26.5
"Non-Hispanic, other races and multiple races",12/21/20,44.4
Hispanic or Latino,1/18/21,37.6
"Non-Hispanic White, single race",1/18/21,35.8
"Non-Hispanic Black, single race",1/18/21,34.8
"Non-Hispanic Asian, single race",1/18/21,28.1
"Non-Hispanic, other races and multiple races",1/18/21,41.2
Hispanic or Latino,2/1/21,41.5
"Non-Hispanic White, single race",2/1/21,34.9
"Non-Hispanic Black, single race",2/1/21,38
"Non-Hispanic Asian, single race",2/1/21,30.1
"Non-Hispanic, other races and multiple races",2/1/21,36.6
Hispanic or Latino,2/15/21,37
"Non-Hispanic White, single race",2/15/21,32.7
"Non-Hispanic Black, single race",2/15/21,35.2
"Non-Hispanic Asian, single race",2/15/21,29.7
"Non-Hispanic, other races and multiple races",2/15/21,39.2
Hispanic or Latino,3/1/21,36.9
"Non-Hispanic White, single race",3/1/21,32.1
"Non-Hispanic Black, single race",3/1/21,35.5
"Non-Hispanic Asian, single race",3/1/21,27.6
"Non-Hispanic, other races and multiple races",3/1/21,42.8
Hispanic or Latino,3/15/21,33.9
"Non-Hispanic White, single race",3/15/21,30.8
"Non-Hispanic Black, single race",3/15/21,31.4
"Non-Hispanic Asian, single race",3/15/21,23
"Non-Hispanic, other races and multiple races",3/15/21,42.8
Hispanic or Latino,3/29/21,34.8
"Non-Hispanic White, single race",3/29/21,28.6
"Non-Hispanic Black, single race",3/29/21,32.2
"Non-Hispanic Asian, single race",3/29/21,27.2
"Non-Hispanic, other races and multiple races",3/29/21,35
Hispanic or Latino,4/26/21,32.9
"Non-Hispanic White, single race",4/26/21,25.9
"Non-Hispanic Black, single race",4/26/21,29.5
"Non-Hispanic Asian, single race",4/26/21,19
"Non-Hispanic, other races and multiple races",4/26/21,36
Hispanic or Latino,5/10/21,29.2
"Non-Hispanic White, single race",5/10/21,25.7
"Non-Hispanic Black, single race",5/10/21,28.7
"Non-Hispanic Asian, single race",5/10/21,18.2
"Non-Hispanic, other races and multiple races",5/10/21,34.8
Hispanic or Latino,5/24/21,30.2
"Non-Hispanic White, single race",5/24/21,24.2
"Non-Hispanic Black, single race",5/24/21,29.3
"Non-Hispanic Asian, single race",5/24/21,19.4
"Non-Hispanic, other races and multiple races",5/24/21,33.8
Hispanic or Latino,6/7/21,31
"Non-Hispanic White, single race",6/7/21,23.9
"Non-Hispanic Black, single race",6/7/21,26.9
"Non-Hispanic Asian, single race",6/7/21,16.2
"Non-Hispanic, other races and multiple races",6/7/21,35.8
Hispanic or Latino,6/21/21,31
"Non-Hispanic White, single race",6/21/21,24.6
"Non-Hispanic Black, single race",6/21/21,27.1
"Non-Hispanic Asian, single race",6/21/21,19.2
"Non-Hispanic, other races and multiple races",6/21/21,39.7
Hispanic or Latino,7/5/21,28.6
"Non-Hispanic White, single race",7/5/21,22.7
"Non-Hispanic Black, single race",7/5/21,28.3
"Non-Hispanic Asian, single race",7/5/21,18.9
"Non-Hispanic, other races and multiple races",7/5/21,37.2
Hispanic or Latino,8/2/21,32
"Non-Hispanic White, single race",8/2/21,25.2
"Non-Hispanic Black, single race",8/2/21,30.1
"Non-Hispanic Asian, single race",8/2/21,20
"Non-Hispanic, other races and multiple races",8/2/21,38.2
Hispanic or Latino,8/16/21,31.7
"Non-Hispanic White, single race",8/16/21,25.4
"Non-Hispanic Black, single race",8/16/21,27.7
"Non-Hispanic Asian, single race",8/16/21,16.9
"Non-Hispanic, other races and multiple races",8/16/21,35.8
Hispanic or Latino,8/30/21,29.8
"Non-Hispanic White, single race",8/30/21,27.5
"Non-Hispanic Black, single race",8/30/21,28.5
"Non-Hispanic Asian, single race",8/30/21,18.5
"Non-Hispanic, other races and multiple races",8/30/21,35.1
Hispanic or Latino,9/13/21,30.5
"Non-Hispanic White, single race",9/13/21,28.1
"Non-Hispanic Black, single race",9/13/21,25.6
"Non-Hispanic Asian, single race",9/13/21,20.5
"Non-Hispanic, other races and multiple races",9/13/21,35.4
Hispanic or Latino,9/27/21,32.1
"Non-Hispanic White, single race",9/27/21,26.6
"Non-Hispanic Black, single race",9/27/21,29.1
"Non-Hispanic Asian, single race",9/27/21,20.2
"Non-Hispanic, other races and multiple races",9/27/21,39.2
Hispanic or Latino,10/11/21,30.4
"Non-Hispanic White, single race",10/11/21,26.8
"Non-Hispanic Black, single race",10/11/21,26.2
"Non-Hispanic Asian, single race",10/11/21,19.2
"Non-Hispanic, other races and multiple races",10/11/21,35.5
Hispanic or Latino,12/13/21,27.6
"Non-Hispanic White, single race",12/13/21,26.1
"Non-Hispanic Black, single race",12/13/21,26.7
"Non-Hispanic Asian, single race",12/13/21,20.3
"Non-Hispanic, other races and multiple races",12/13/21,37.3
Hispanic or Latino,1/10/22,30.6
"Non-Hispanic White, single race",1/10/22,27.2
"Non-Hispanic Black, single race",1/10/22,29.5
"Non-Hispanic Asian, single race",1/10/22,20.1
"Non-Hispanic, other races and multiple races",1/10/22,34.5
Hispanic or Latino,2/7/22,29.4
"Non-Hispanic White, single race",2/7/22,26.9
"Non-Hispanic Black, single race",2/7/22,27
"Non-Hispanic Asian, single race",2/7/22,17.1
"Non-Hispanic, other races and multiple races",2/7/22,38.6
Hispanic or Latino,3/14/22,29.2
"Non-Hispanic White, single race",3/14/22,27.2
"Non-Hispanic Black, single race",3/14/22,25.7
"Non-Hispanic Asian, single race",3/14/22,19
"Non-Hispanic, other races and multiple races",3/14/22,37.2
Hispanic or Latino,4/11/22,30.1
"Non-Hispanic White, single race",4/11/22,26.2
"Non-Hispanic Black, single race",4/11/22,28.4
"Non-Hispanic Asian, single race",4/11/22,16.6
"Non-Hispanic, other races and multiple races",4/11/22,37.2
Hispanic or Latino,5/9/22,29.1
"Non-Hispanic White, single race",5/9/22,26.2
"Non-Hispanic Black, single race",5/9/22,27.6
"Non-Hispanic Asian, single race",5/9/22,16.9
"Non-Hispanic, other races and multiple races",5/9/22,35.3
Hispanic or Latino,6/13/22,34.1
"Non-Hispanic White, single race",6/13/22,27.8
"Non-Hispanic Black, single race",6/13/22,28.6
"Non-Hispanic Asian, single race",6/13/22,19
"Non-Hispanic, other races and multiple races",6/13/22,37.4
