group,period_end,value
80 years and above,10/12/20,15
18 - 29 years,10/26/20,44
30 - 39 years,10/26/20,40.4
40 - 49 years,10/26/20,35.1
50 - 59 years,10/26/20,30.4
60 - 69 years,10/26/20,26.5
70 - 79 years,10/26/20,18.2
80 years and above,10/26/20,17.2
18 - 29 years,11/9/20,51.7
30 - 39 years,11/9/20,43.1
40 - 49 years,11/9/20,38.9
50 - 59 years,11/9/20,34.1
60 - 69 years,11/9/20,28.7
70 - 79 years,11/9/20,21.3
80 years and above,11/9/20,15.4
18 - 29 years,11/23/20,48.7
30 - 39 years,11/23/20,43.3
40 - 49 years,11/23/20,41
50 - 59 years,11/23/20,35.3
60 - 69 years,11/23/20,30.2
70 - 79 years,11/23/20,24.2
80 years and above,11/23/20,17.9
18 - 29 years,12/7/20,49
30 - 39 years,12/7/20,42.6
40 - 49 years,12/7/20,40.7
50 - 59 years,12/7/20,35.1
60 - 69 years,12/7/20,27.3
70 - 79 years,12/7/20,21.2
80 years and above,12/7/20,16.1
18 - 29 years,12/21/20,48.1
30 - 39 years,12/21/20,44.3
40 - 49 years,12/21/20,40
50 - 59 years,12/21/20,36.2
60 - 69 years,12/21/20,28.6
70 - 79 years,12/21/20,21.5
80 years and above,12/21/20,22.5
18 - 29 years,1/18/21,46.3
30 - 39 years,1/18/21,40
40 - 49 years,1/18/21,40
50 - 59 years,1/18/21,36
60 - 69 years,1/18/21,29.6
70 - 79 years,1/18/21,22.3
80 years and above,1/18/21,20.3
18 - 29 years,2/1/21,48.5
30 - 39 years,2/1/21,42.2
40 - 49 years,2/1/21,36.5
50 - 59 years,2/1/21,36.3
60 - 69 years,2/1/21,29.5
70 - 79 years,2/1/21,22.5
80 years and above,2/1/21,17.5
18 - 29 years,2/15/21,47.5
30 - 39 years,2/15/21,39.6
40 - 49 years,2/15/21,35.6
50 - 59 years,2/15/21,31.6
60 - 69 years,2/15/21,27.7
70 - 79 years,2/15/21,19.3
80 years and above,2/15/21,19
18 - 29 years,3/1/21,47.4
30 - 39 years,3/1/21,38.9
40 - 49 years,3/1/21,35.6
50 - 59 years,3/1/21,32.3
60 - 69 years,3/1/21,25.8
70 - 79 years,3/1/21,19.6
80 years and above,3/1/21,18.1
18 - 29 years,3/15/21,43.7
30 - 39 years,3/15/21,38.4
40 - 49 years,3/15/21,33.2
50 - 59 years,3/15/21,30.5
60 - 69 years,3/15/21,23.2
70 - 79 years,3/15/21,17.2
80 years and above,3/15/21,19.7
18 - 29 years,3/29/21,42.7
30 - 39 years,3/29/21,36.8
40 - 49 years,3/29/21,33.6
50 - 59 years,3/29/21,27.3
60 - 69 years,3/29/21,22.6
70 - 79 years,3/29/21,16.3
80 years and above,3/29/21,17.9
18 - 29 years,4/26/21,45
30 - 39 years,4/26/21,33.5
40 - 49 years,4/26/21,30.4
50 - 59 years,4/26/21,24.3
60 - 69 years,4/26/21,18.6
70 - 79 years,4/26/21,14.3
80 years and above,4/26/21,13.2
18 - 29 years,5/10/21,43
30 - 39 years,5/10/21,31.9
40 - 49 years,5/10/21,27.6
50 - 59 years,5/10/21,25.6
60 - 69 years,5/10/21,18.7
70 - 79 years,5/10/21,13
80 years and above,5/10/21,16
18 - 29 years,5/24/21,39.5
30 - 39 years,5/24/21,32.8
40 - 49 years,5/24/21,27.6
50 - 59 years,5/24/21,24.2
60 - 69 years,5/24/21,18.4
70 - 79 years,5/24/21,12.1
80 years and above,5/24/21,11.8
18 - 29 years,6/7/21,38.1
30 - 39 years,6/7/21,31.4
40 - 49 years,6/7/21,28.6
50 - 59 years,6/7/21,24.5
60 - 69 years,6/7/21,17.5
70 - 79 years,6/7/21,12.8
80 years and above,6/7/21,11
18 - 29 years,6/21/21,38.6
30 - 39 years,6/21/21,32.3
40 - 49 years,6/21/21,29.6
50 - 59 years,6/21/21,24.9
60 - 69 years,6/21/21,18.9
70 - 79 years,6/21/21,13.1
80 years and above,6/21/21,7.6
18 - 29 years,7/5/21,39.3
30 - 39 years,7/5/21,30.2
40 - 49 years,7/5/21,27.7
50 - 59 years,7/5/21,22.9
60 - 69 years,7/5/21,16.7
70 - 79 years,7/5/21,11.4
80 years and above,7/5/21,11.2
18 - 29 years,8/2/21,44.8
30 - 39 years,8/2/21,34
40 - 49 years,8/2/21,29.2
50 - 59 years,8/2/21,23.7
60 - 69 years,8/2/21,18
70 - 79 years,8/2/21,11.5
80 years and above,8/2/21,13.9
18 - 29 years,8/16/21,39.4
30 - 39 years,8/16/21,36.3
40 - 49 years,8/16/21,28.3
50 - 59 years,8/16/21,24.7
60 - 69 years,8/16/21,17.3
70 - 79 years,8/16/21,12.1
80 years and above,8/16/21,12.8
18 - 29 years,8/30/21,39.9
30 - 39 years,8/30/21,36.2
40 - 49 years,8/30/21,31.3
50 - 59 years,8/30/21,27.1
60 - 69 years,8/30/21,18.4
70 - 79 years,8/30/21,13.5
80 years and above,8/30/21,11.1
18 - 29 years,9/13/21,43.6
30 - 39 years,9/13/21,36
40 - 49 years,9/13/21,31.9
50 - 59 years,9/13/21,25.3
60 - 69 years,9/13/21,18.9
70 - 79 years,9/13/21,12.5
80 years and above,9/13/21,13.8
18 - 29 years,9/27/21,42.1
30 - 39 years,9/27/21,34.7
40 - 49 years,9/27/21,30.3
50 - 59 years,9/27/21,27.7
60 - 69 years,9/27/21,19
70 - 79 years,9/27/21,12.3
80 years and above,9/27/21,12.2
18 - 29 years,10/11/21,41
30 - 39 years,10/11/21,34.9
40 - 49 years,10/11/21,31.2
50 - 59 years,10/11/21,25.8
60 - 69 years,10/11/21,18.1
70 - 79 years,10/11/21,12.2
80 years and above,10/11/21,16.2
18 - 29 years,12/13/21,37.7
30 - 39 years,12/13/21,32.3
40 - 49 years,12/13/21,32.3
50 - 59 years,12/13/21,25.8
60 - 69 years,12/13/21,17.5
70 - 79 years,12/13/21,11.4
80 years and above,12/13/21,13
18 - 29 years,1/10/22,41.3
30 - 39 years,1/10/22,35.5
40 - 49 years,1/10/22,31.7
50 - 59 years,1/10/22,25.9
60 - 69 years,1/10/22,19
70 - 79 years,1/10/22,12.1
80 years and above,1/10/22,12.4
18 - 29 years,2/7/22,39.2
30 - 39 years,2/7/22,36.8
40 - 49 years,2/7/22,29.3
50 - 59 years,2/7/22,25.8
60 - 69 years,2/7/22,19.4
70 - 79 years,2/7/22,11.6
80 years and above,2/7/22,9.3
18 - 29 years,3/14/22,41.7
30 - 39 years,3/14/22,34.1
40 - 49 years,3/14/22,29.9
50 - 59 years,3/14/22,25.2
60 - 69 years,3/14/22,19
70 - 79 years,3/14/22,12.7
80 years and above,3/14/22,16
18 - 29 years,4/11/22,41.5
30 - 39 years,4/11/22,35.4
40 - 49 years,4/11/22,29.8
50 - 59 years,4/11/22,25.1
60 - 69 years,4/11/22,18.2
70 - 79 years,4/11/22,13
80 years and above,4/11/22,9.6
18 - 29 years,5/9/22,39.1
30 - 39 years,5/9/22,36.6
40 - 49 years,5/9/22,31
50 - 59 years,5/9/22,25.1
60 - 69 years,5/9/22,16.3
70 - 79 years,5/9/22,12.5
80 years and above,5/9/22,8.6
18 - 29 years,6/13/22,44.9
30 - 39 years,6/13/22,35.9
40 - 49 years,6/13/22,30.3
50 - 59 years,6/13/22,27.7
60 - 69 years,6/13/22,20.9
70 - 79 years,6/13/22,12.8
80 years and above,6/13/22,16.4
