group,period_end,value
Hispanic or Latino,5/24/21,9
"Non-Hispanic White, single race",5/24/21,10.4
"Non-Hispanic Black, single race",5/24/21,9.3
"Non-Hispanic Asian, single race",5/24/21,5.7
"Non-Hispanic, other races and multiple races",5/24/21,14.6
Hispanic or Latino,6/7/21,9.5
"Non-Hispanic White, single race",6/7/21,10.3
"Non-Hispanic Black, single race",6/7/21,10.1
"Non-Hispanic Asian, single race",6/7/21,5.4
"Non-Hispanic, other races and multiple races",6/7/21,13.9
Hispanic or Latino,6/21/21,8.2
"Non-Hispanic White, single race",6/21/21,10.2
"Non-Hispanic Black, single race",6/21/21,9.7
"Non-Hispanic Asian, single race",6/21/21,5.9
"Non-Hispanic, other races and multiple races",6/21/21,12.9
Hispanic or Latino,7/5/21,10.5
"Non-Hispanic White, single race",7/5/21,10.9
"Non-Hispanic Black, single race",7/5/21,10.5
"Non-Hispanic Asian, single race",7/5/21,6.3
"Non-Hispanic, other races and multiple races",7/5/21,16.8
Hispanic or Latino,8/2/21,10.6
"Non-Hispanic White, single race",8/2/21,10.7
"Non-Hispanic Black, single race",8/2/21,11.4
"Non-Hispanic Asian, single race",8/2/21,7.7
"Non-Hispanic, other races and multiple races",8/2/21,15.9
Hispanic or Latino,8/16/21,9.8
"Non-Hispanic White, single race",8/16/21,10.4
"Non-Hispanic Black, single race",8/16/21,8.1
"Non-Hispanic Asian, single race",8/16/21,6.5
"Non-Hispanic, other races and multiple races",8/16/21,15.6
Hispanic or Latino,8/30/21,9.6
"Non-Hispanic White, single race",8/30/21,10.5
"Non-Hispanic Black, single race",8/30/21,9.6
"Non-Hispanic Asian, single race",8/30/21,6.9
"Non-Hispanic, other races and multiple races",8/30/21,12.9
Hispanic or Latino,9/13/21,8.9
"Non-Hispanic White, single race",9/13/21,11.1
"Non-Hispanic Black, single race",9/13/21,9.5
"Non-Hispanic Asian, single race",9/13/21,4.5
"Non-Hispanic, other races and multiple races",9/13/21,14.1
Hispanic or Latino,9/27/21,9.1
"Non-Hispanic White, single race",9/27/21,10.5
"Non-Hispanic Black, single race",9/27/21,10.3
"Non-Hispanic Asian, single race",9/27/21,6.5
"Non-Hispanic, other races and multiple races",9/27/21,15.1
Hispanic or Latino,10/11/21,8.6
"Non-Hispanic White, single race",10/11/21,11.1
"Non-Hispanic Black, single race",10/11/21,10.5
"Non-Hispanic Asian, single race",10/11/21,6.4
"Non-Hispanic, other races and multiple races",10/11/21,12.6
Hispanic or Latino,12/13/21,9
"Non-Hispanic White, single race",12/13/21,10.9
"Non-Hispanic Black, single race",12/13/21,9.5
"Non-Hispanic Asian, single race",12/13/21,5.8
"Non-Hispanic, other races and multiple races",12/13/21,13.2
Hispanic or Latino,1/10/22,9.6
"Non-Hispanic White, single race",1/10/22,11
"Non-Hispanic Black, single race",1/10/22,10.3
"Non-Hispanic Asian, single race",1/10/22,8.1
"Non-Hispanic, other races and multiple races",1/10/22,12.3
Hispanic or Latino,2/7/22,10.8
"Non-Hispanic White, single race",2/7/22,10.9
"Non-Hispanic Black, single race",2/7/22,8.2
"Non-Hispanic Asian, single race",2/7/22,6.6
"Non-Hispanic, other races and multiple races",2/7/22,14.8
Hispanic or Latino,3/14/22,9.5
"Non-Hispanic White, single race",3/14/22,12.1
"Non-Hispanic Black, single race",3/14/22,9.9
"Non-Hispanic Asian, single race",3/14/22,6.8
"Non-Hispanic, other races and multiple races",3/14/22,16.2
Hispanic or Latino,4/11/22,10.3
"Non-Hispanic White, single race",4/11/22,11.3
"Non-Hispanic Black, single race",4/11/22,10.1
"Non-Hispanic Asian, single race",4/11/22,7.6
"Non-Hispanic, other races and multiple races",4/11/22,15.5
Hispanic or Latino,5/9/22,10.5
"Non-Hispanic White, single race",5/9/22,11.7
"Non-Hispanic Black, single race",5/9/22,10.3
"Non-Hispanic Asian, single race",5/9/22,7.6
"Non-Hispanic, other races and multiple races",5/9/22,17.7
